stock_number,gemstone,origin,price,carat,shape,cut,color,clarity,measurements,table,depth,symmetry,polish,girdle,culet,fluorescence,diamond_id
5573600A,"Natural, untreated diamond",Botswana Sort,"$3,080",1.00,Round,Fair,G,SI2,6.06mm x 6.01mm x 4.17mm,59.0%,69.0%,Very Good,Excellent,7,Pointed,None,15407341
5884556A,"Natural, untreated diamond",Botswana Sort,"$3,080",1.00,Round,Very Good,I,SI2,6.23mm x 6.15mm x 3.99mm,57.0%,64.4%,Very Good,Excellent,V.Tn - Thick,None,Faint,17504057
5793849A,"Natural, untreated diamond",Botswana Sort,"$3,080",1.00,Round,Very Good,I,SI2,6.21mm x 6.17mm x 4.04mm,56.0%,65.3%,Very Good,Excellent,Thick,None,None,17504215
6279671A,"Natural, untreated diamond",Botswana Sort,"$3,080",1.00,Round,Ideal,G,SI2,6.46mm x 6.41mm x 3.91mm,59.5%,60.7%,Excellent,Excellent,Medium,Pointed,Slight,17885364
6176278A,"Natural, untreated diamond",Botswana Sort,"$3,080",1.00,Round,Ideal,F,SI2,6.37mm x 6.32mm x 3.97mm,56.5%,62.5%,Very Good,Excellent,Medium - Slightly Thick,Pointed,None,17325699
6009829A,"Natural, untreated diamond",Canada,"$3,060",1.00,Round,Very Good,G,SI2,6.35mm x 6.26mm x 4.04mm,57.0%,64.1%,Good,Excellent,Thin - Slightly Thick,Pointed,None,17601357
6122792A,"Natural, untreated diamond",Botswana Sort,"$3,090",1.00,Round,Very Good,J,SI1,6.25mm x 6.15mm x 4.02mm,58.0%,64.8%,Very Good,Excellent,5.5,Pointed,None,17303689
6035552A,"Natural, untreated diamond",Botswana Sort,"$3,070",1.00,Round,Good,G,SI2,6.11mm x 6.03mm x 4.04mm,56.0%,66.6%,Very Good,Excellent,Slightly Thick - Very Thick,None,None,17325815
6207651A,"Natural, untreated diamond",Botswana Sort,"$3,070",1.00,Round,Very Good,J,SI2,6.21mm x 6.13mm x 3.98mm,57.0%,64.6%,Very Good,Excellent,Slightly Thick - Thick,None,None,16631588
6523121A,"Natural, untreated diamond",Botswana Sort,"$3,090",1.00,Round,Very Good,D,SI2,6.24mm x 6.17mm x 3.99mm,57.5%,64.3%,Very Good,Excellent,Slightly Thick - Thick,Pointed,Strong,17575700
6131005A,"Natural, untreated diamond",Botswana Sort,"$3,090",1.00,Round,Good,F,SI2,6.28mm x 6.23mm x 3.91mm,63.0%,62.6%,Excellent,Excellent,"Thick - Very Thick, Faceted",None,None,17898361
5369465A,"Natural, untreated diamond",Botswana Sort,"$3,090",1.00,Round,Good,G,SI1,6.10mm x 5.97mm x 4.07mm,61.0%,67.2%,Good,Excellent,Slightly Thick - Very Thick,Pointed,None,15361684
5573669A,"Natural, untreated diamond",Botswana Sort,"$3,090",1.00,Round,Very Good,I,SI2,6.39mm x 6.34mm x 3.93mm,59.0%,61.7%,Very Good,Very Good,4.5,Pointed,None,17390112
6216131A,"Natural, untreated diamond",Botswana Sort,"$3,100",1.00,Round,Good,I,SI1,6.18mm x 6.14mm x 4.01mm,57.0%,65.2%,Excellent,Very Good,Thick - Very Thick,None,None,17682764
6352967A,"Natural, untreated diamond",Botswana Sort,"$3,100",1.00,Round,Ideal,G,SI2,6.33mm x 6.30mm x 3.96mm,54.5%,62.6%,Excellent,Excellent,Medium - Slightly Thick,Pointed,None,17450260
6366341A,"Natural, untreated diamond",Canada,"$3,110",1.00,Round,Good,H,SI2,6.13mm x 6.06mm x 4.04mm,57.0%,66.2%,Very Good,Excellent,Thin - Very Thick,Very Small,Faint,16710942
6134133A,"Natural, untreated diamond",Botswana Sort,"$3,110",1.00,Round,Good,I,SI2,6.13mm x 6.08mm x 4.05mm,59.0%,66.4%,Very Good,Excellent,Slightly Thick - Very Thick,None,Strong,16070125
6449039A,"Natural, untreated diamond",Botswana Sort,"$3,110",1.00,Round,Very Good,G,SI2,6.33mm x 6.24mm x 3.97mm,60.0%,62.9%,Very Good,Excellent,Slightly Thick - Thick,Pointed,,17873501
6588376A,"Natural, untreated diamond",Botswana Sort,"$3,110",1.00,Round,Very Good,I,SI2,6.24mm x 6.19mm x 4.04mm,56.0%,64.9%,Very Good,Excellent,Medium - Thick,None,Faint,17843061
4081423A,"Natural, untreated diamond",Botswana Sort,"$3,110",1.00,Round,Fair,H,SI2,6.07mm x 6.00mm x 4.04mm,53.0%,66.9%,Very Good,Very Good,7.5,Pointed,None,17303612
5675734A,"Natural, untreated diamond",Botswana Sort,"$3,120",1.00,Round,Good,I,VS2,6.16mm x 6.11mm x 4.00mm,61.5%,65.0%,Very Good,Excellent,Slightly Thick - Very Thick,Pointed,None,15360701
5666567A,"Natural, untreated diamond",Botswana Sort,"$3,120",1.00,Round,Good,I,VS1,6.10mm x 5.99mm x 4.06mm,64.5%,66.7%,Very Good,Very Good,Thick - Very Thick,Pointed,None,15361931
5756881A,"Natural, untreated diamond",Botswana Sort,"$3,120",1.00,Round,Good,H,SI2,6.11mm x 6.06mm x 4.05mm,55.0%,66.5%,Very Good,Excellent,Thick - Very Thick(Faceted),None,None,15992822
5680856A,"Natural, untreated diamond",Canada,"$3,120",1.00,Round,Super Ideal,I,SI2,6.34mm x 6.30mm x 4.02mm,56.0%,63.7%,Excellent,Excellent,"Slightly Thick, Faceted",None,Medium,17897482
6091450A,"Natural, untreated diamond",Botswana Sort,"$3,120",1.00,Round,Very Good,J,SI2,6.24mm x 6.18mm x 3.98mm,58.0%,64.1%,Excellent,Excellent,"Thick, Faceted",None,Faint,17895863
6163778A,"Natural, untreated diamond",Canada,"$3,110",1.00,Round,Very Good,G,SI2,6.27mm x 6.19mm x 3.98mm,57.5%,63.6%,Very Good,Excellent,Medium - Thick,Pointed,None,15926974
5561819A,"Natural, untreated diamond",Botswana Sort,"$3,130",1.00,Round,Good,G,SI2,6.14mm x 6.09mm x 4.01mm,58.0%,65.5%,Very Good,Excellent,"Thin - Very Thick, Faceted",None,None,17893716
6334459A,"Natural, untreated diamond",Botswana Sort,"$3,130",1.00,Round,Fair,G,SI2,5.99mm x 5.94mm x 4.04mm,58.0%,67.8%,Very Good,Very Good,"Very Thick - Extremely Thick, Faceted",None,None,17894236
5763172A,"Natural, untreated diamond",Botswana Sort,"$3,130",1.00,Round,Good,I,SI2,6.25mm x 6.23mm x 4.06mm,60.0%,64.9%,Very Good,Excellent,5.5,Pointed,Faint,17869433
5689501A,"Natural, untreated diamond",Botswana Sort,"$3,130",1.00,Round,Very Good,J,SI1,6.28mm x 6.22mm x 3.99mm,57.0%,63.9%,Very Good,Excellent,Slightly Thick - Thick,None,Faint,17850656
5793845A,"Natural, untreated diamond",Botswana Sort,"$3,130",1.00,Round,Very Good,I,SI2,6.26mm x 6.18mm x 4.04mm,60.0%,64.9%,Very Good,Excellent,Medium - Thick,None,None,17504022
6045423A,"Natural, untreated diamond",Botswana Sort,"$3,130",1.00,Round,Very Good,I,SI2,6.27mm x 6.19mm x 4.02mm,58.0%,64.6%,Very Good,Very Good,Slightly Thick - Thick,None,None,17742528
5864914A,"Natural, untreated diamond",Botswana Sort,"$3,130",1.00,Round,Fair,G,SI2,5.97mm x 5.91mm x 4.15mm,58.0%,69.9%,Very Good,Excellent,"Thick - Extremely Thick, Faceted",None,None,17898673
6016430A,"Natural, untreated diamond",Botswana Sort,"$3,100",1.00,Round,Ideal,E,SI2,6.33mm x 6.26mm x 3.98mm,56.5%,63.1%,Very Good,Very Good,Medium - Slightly Thick,Pointed,Slight,17325662
6176193A,"Natural, untreated diamond",Botswana Sort,"$3,120",1.00,Round,Very Good,H,SI2,6.27mm x 6.22mm x 4.02mm,56.5%,64.4%,Very Good,Excellent,Slightly Thick - Thick,Pointed,None,17040401
5527501A,"Natural, untreated diamond",Botswana Sort,"$3,140",1.00,Round,Good,J,VS2,6.10mm x 6.04mm x 4.04mm,58.0%,66.6%,Very Good,Excellent,Very Thick,None,,17764495
6001675A,"Natural, untreated diamond",Botswana Sort,"$3,140",1.00,Round,Good,H,SI2,6.15mm x 6.09mm x 4.05mm,58.0%,66.2%,Excellent,Very Good,"Very Thick, Faceted",None,None,17896534
6536702A,"Natural, untreated diamond",Canada,"$3,140",1.00,Round,Good,I,SI2,6.19mm x 6.10mm x 4.06mm,58.0%,66.0%,Very Good,Excellent,Slightly Thick - Very Thick,None,None,17615829
5573626A,"Natural, untreated diamond",Botswana Sort,"$3,140",1.00,Round,Fair,H,SI1,6.10mm x 6.04mm x 4.14mm,56.0%,68.1%,Good,Very Good,7,Pointed,None,15408616
6056638A,"Natural, untreated diamond",Botswana Sort,"$3,140",1.00,Round,Good,H,SI2,6.11mm x 6.05mm x 4.04mm,58.0%,66.4%,Very Good,Excellent,"Very Thick, Faceted",None,None,17899799
6045413A,"Natural, untreated diamond",Botswana Sort,"$3,140",1.00,Round,Ideal,J,SI1,6.38mm x 6.32mm x 3.94mm,61.0%,62.0%,Very Good,Excellent,Medium - Slightly Thick,None,None,17794090
5666573A,"Natural, untreated diamond",Botswana Sort,"$3,140",1.00,Round,Good,H,SI1,6.11mm x 6.01mm x 4.02mm,61.0%,66.1%,Very Good,Excellent,Thick - Very Thick,Pointed,None,15360023
6275579A,"Natural, untreated diamond",Canada,"$3,140",1.00,Round,Good,H,SI1,6.14mm x 6.11mm x 4.05mm,58.0%,66.2%,Excellent,Very Good,"Slightly Thick - Very Thick, Faceted",None,None,17894022
5836440A,"Natural, untreated diamond",Botswana Sort,"$3,120",1.00,Round,Ideal,E,SI2,6.33mm x 6.29mm x 3.97mm,55.0%,62.9%,Excellent,Excellent,Medium - Slightly Thick,Pointed,Very Slight,17327038
6544080Y,"Natural, untreated diamond",Botswana Sort,"$3,150",1.00,Round,Super Ideal,J,SI2,6.38mm x 6.35mm x 4.00mm,56.0%,62.8%,Excellent,Excellent,Medium - Slightly Thick,Pointed,None,17870733
6565714Y,"Natural, untreated diamond",Botswana Sort,"$3,150",1.00,Round,Super Ideal,J,SI2,6.44mm x 6.39mm x 3.97mm,57.0%,61.9%,Excellent,Excellent,Slightly Thick,None,None,17751223
6202993A,"Natural, untreated diamond",Botswana Sort,"$3,150",1.00,Round,Ideal,H,SI2,6.51mm x 6.48mm x 3.88mm,57.0%,59.8%,Excellent,Very Good,Medium - Slightly Thick,Pointed,None,17885390
5573649A,"Natural, untreated diamond",Botswana Sort,"$3,150",1.00,Round,Good,H,SI2,6.09mm x 6.05mm x 4.05mm,57.0%,66.7%,Very Good,Excellent,7,Pointed,None,17303788
6544086Y,"Natural, untreated diamond",Botswana Sort,"$3,150",1.00,Round,Very Good,J,SI2,6.35mm x 6.26mm x 4.02mm,56.0%,63.8%,Very Good,Very Good,Medium - Slightly Thick,Pointed,None,17870567
5787924A,"Natural, untreated diamond",Botswana Sort,"$3,150",1.00,Round,Very Good,I,SI2,6.24mm x 6.18mm x 4.00mm,56.0%,64.4%,Very Good,Excellent,Thin - Thick,Pointed,None,17785712
6252995Y,"Natural, untreated diamond",Botswana Sort,"$3,150",1.00,Round,Super Ideal,J,SI2,6.37mm x 6.32mm x 4.02mm,58.0%,63.3%,Excellent,Excellent,Medium - Slightly Thick,Pointed,None,17870514
5695290A,"Natural, untreated diamond",Canada,"$3,160",1.00,Round,Good,I,VS1,6.12mm x 6.03mm x 4.00mm,62.0%,65.6%,Very Good,Excellent,Thick - Very Thick,Pointed,None,15361661
6568381A,"Natural, untreated diamond",Botswana Sort,"$3,160",1.00,Round,Very Good,D,SI2,6.27mm x 6.20mm x 3.97mm,57.0%,63.6%,Very Good,Excellent,Sl.Tk - Thick,None,Very Strong,17757853
5911413A,"Natural, untreated diamond",Botswana Sort,"$3,140",1.00,Round,Very Good,F,SI2,6.39mm x 6.31mm x 3.91mm,61.5%,61.4%,Very Good,Excellent,Thick,Pointed,None,17326495
6203326A,"Natural, untreated diamond",Botswana Sort,"$3,160",1.00,Round,Very Good,H,SI2,6.31mm x 6.28mm x 3.98mm,60.0%,63.2%,Excellent,Excellent,Medium,Pointed,None,17867784
4796826A,"Natural, untreated diamond",Botswana Sort,"$3,160",1.00,Round,Good,J,SI1,6.16mm x 6.12mm x 4.06mm,56.0%,66.2%,Very Good,Very Good,6,Pointed,None,16958995
6337964A,"Natural, untreated diamond",Botswana Sort,"$3,170",1.00,Round,Ideal,G,SI2,6.44mm x 6.41mm x 3.95mm,58.5%,61.5%,Excellent,Excellent,Medium,Pointed,None,17885333
5965172A,"Natural, untreated diamond",Botswana Sort,"$3,170",1.00,Round,Very Good,J,SI1,6.36mm x 6.28mm x 3.92mm,61.0%,62.0%,Very Good,Excellent,Slightly Thick - Thick,None,Faint,17783249
6336156A,"Natural, untreated diamond",Botswana Sort,"$3,170",1.00,Round,Good,J,SI1,6.15mm x 6.08mm x 4.03mm,55.0%,65.9%,Good,Excellent,7,Pointed,None,16567863
6099229A,"Natural, untreated diamond",Botswana Sort,"$3,160",1.00,Round,Very Good,E,SI2,6.30mm x 6.22mm x 4.03mm,60.5%,64.3%,Very Good,Excellent,Slightly Thick - Thick,Pointed,None,17325665
6272172A,"Natural, untreated diamond",Botswana Sort,"$3,180",1.00,Round,Very Good,I,SI2,6.24mm x 6.15mm x 4.00mm,57.0%,64.6%,Very Good,Excellent,Thin - Thick,None,Faint,17504014
6225381A,"Natural, untreated diamond",Botswana Sort,"$3,180",1.00,Round,Good,G,SI2,6.15mm x 6.08mm x 4.06mm,57.0%,66.4%,Very Good,Excellent,Thick - Very Thick,None,Faint,16107942
6324694A,"Natural, untreated diamond",Botswana Sort,"$3,150",1.00,Round,Good,D,SI2,6.17mm x 6.09mm x 3.99mm,59.0%,65.0%,Very Good,Excellent,Thick,Pointed,None,17326193
6246767A,"Natural, untreated diamond",Botswana Sort,"$3,160",1.00,Round,Ideal,J,SI2,6.37mm x 6.33mm x 3.99mm,55.0%,62.9%,Excellent,Very Good,Medium - Slightly Thick,None,Strong,16960781
5867969A,"Natural, untreated diamond",Botswana Sort,"$3,180",1.00,Round,Super Ideal,H,SI2,6.34mm x 6.29mm x 4.02mm,56.0%,63.6%,Excellent,Excellent,Thin - Sl.Tk,None,Medium,17504018
6106466A,"Natural, untreated diamond",Botswana Sort,"$3,170",1.00,Round,Very Good,H,SI2,6.23mm x 6.14mm x 4.03mm,56.0%,65.1%,Very Good,Excellent,Slightly Thick - Thick,None,None,16622983
5588066A,"Natural, untreated diamond",Botswana Sort,"$3,190",1.00,Round,Good,H,SI2,6.13mm x 6.03mm x 4.04mm,58.0%,66.5%,Very Good,Excellent,Very Thick - Very Thick(Faceted),None,None,15993243
5697648A,"Natural, untreated diamond",Botswana Sort,"$3,190",1.00,Round,Very Good,I,SI2,6.27mm x 6.18mm x 3.98mm,57.0%,63.9%,Very Good,Excellent,Sl.Tk - Thick,None,None,17504446
5495486A,"Natural, untreated diamond",Canada,"$3,190",1.00,Round,Good,J,SI1,6.22mm x 6.15mm x 4.03mm,55.0%,65.2%,Very Good,Excellent,Thin - Very Thick,None,None,15812578
6548789A,"Natural, untreated diamond",Botswana Sort,"$3,190",1.00,Round,Good,G,SI2,6.16mm x 6.08mm x 4.03mm,54.0%,65.8%,Very Good,Very Good,Thick - Very Thick,Very Small,Faint,17678888
6448678A,"Natural, untreated diamond",Botswana Sort,"$3,190",1.00,Round,Ideal,G,SI2,6.35mm x 6.29mm x 4.01mm,58.0%,63.5%,Very Good,Excellent,Medium - Slightly Thick,Pointed,None,17130881
6291558A,"Natural, untreated diamond",Botswana Sort,"$3,160",1.00,Round,Ideal,D,SI2,6.41mm x 6.34mm x 3.94mm,59.5%,61.6%,Excellent,Very Good,Medium - Slightly Thick,Pointed,Strong,17051628
6122786A,"Natural, untreated diamond",Botswana Sort,"$3,190",1.00,Round,Very Good,I,SI2,6.26mm x 6.19mm x 4.02mm,58.0%,64.6%,Very Good,Excellent,5.5,Pointed,None,17303439
5891952A,"Natural, untreated diamond",Botswana Sort,"$3,170",1.00,Round,Ideal,H,SI2,6.50mm x 6.41mm x 3.83mm,59.0%,59.0%,Excellent,Excellent,Slightly Thick,Pointed,None,16631530
6215250A,"Natural, untreated diamond",Botswana Sort,"$3,200",1.00,Round,Ideal,E,SI2,6.51mm x 6.44mm x 3.92mm,60.0%,60.5%,Excellent,Excellent,Thin - Medium,Pointed,Very Slight,17326165
6155908A,"Natural, untreated diamond",Canada,"$3,200",1.00,Round,Good,I,SI2,6.14mm x 6.05mm x 4.04mm,56.0%,66.3%,Very Good,Excellent,Thin - Very Thick,None,None,17640664
6143697A,"Natural, untreated diamond",Botswana Sort,"$3,200",1.00,Round,Very Good,J,SI2,6.41mm x 6.32mm x 3.99mm,59.0%,62.7%,Very Good,Excellent,Medium - Thick,None,Faint,17504374
5784874A,"Natural, untreated diamond",Canada,"$3,200",1.00,Round,Very Good,H,SI2,6.26mm x 6.23mm x 4.04mm,58.0%,64.6%,Excellent,Very Good,"Slightly Thick - Thick, Faceted",None,Medium,17895220
5688057A,"Natural, untreated diamond",Botswana Sort,"$3,200",1.00,Round,Good,G,SI2,6.13mm x 6.08mm x 4.09mm,61.0%,66.9%,Excellent,Very Good,"Thick - Very Thick, Faceted",None,None,17899244
5638097A,"Natural, untreated diamond",Botswana Sort,"$3,200",1.00,Round,Good,J,VS2,6.16mm x 6.10mm x 4.07mm,57.0%,66.5%,Very Good,Very Good,"Thick - Very Thick, Faceted",None,Medium,17894499
6336157A,"Natural, untreated diamond",Botswana Sort,"$3,200",1.00,Round,Good,J,SI1,6.17mm x 6.09mm x 4.05mm,57.0%,66.2%,Very Good,Excellent,6.5,Pointed,None,16567229
6054220A,"Natural, untreated diamond",Botswana Sort,"$3,180",1.00,Round,Ideal,E,SI2,6.32mm x 6.29mm x 3.99mm,56.0%,63.3%,Excellent,Excellent,Medium - Slightly Thick,Pointed,Very Slight,17756353
6578041A,"Natural, untreated diamond",Botswana Sort,"$3,200",1.00,Round,Good,G,SI2,6.17mm x 6.10mm x 4.06mm,59.0%,66.2%,Very Good,Excellent,"Thick - Very Thick, Faceted",None,None,17895068
5407457A,"Natural, untreated diamond",Botswana Sort,"$3,210",1.00,Round,Very Good,J,SI1,6.43mm x 6.36mm x 3.92mm,64.0%,61.3%,Very Good,Excellent,Extremely Thin - Thick(Faceted),None,Faint,15993025
6065039A,"Natural, untreated diamond",Botswana Sort,"$3,210",1.00,Round,Ideal,G,SI2,6.40mm x 6.34mm x 3.96mm,58.0%,62.1%,Excellent,Excellent,3.8,Pointed,None,17869521
6359494A,"Natural, untreated diamond",Botswana Sort,"$3,180",1.00,Round,Very Good,G,SI2,6.35mm x 6.28mm x 3.97mm,56.0%,62.9%,Very Good,Excellent,Slightly Thick - Thick,None,Very Strong,17692791
6065040A,"Natural, untreated diamond",Botswana Sort,"$3,210",1.00,Round,Good,G,SI2,6.13mm x 6.04mm x 4.03mm,59.0%,66.1%,Very Good,Very Good,7.1,Pointed,None,17869482
5663829A,"Natural, untreated diamond",Botswana Sort,"$3,210",1.00,Round,Very Good,I,SI2,6.26mm x 6.24mm x 4.03mm,57.0%,64.5%,Very Good,Excellent,"Thin - Thick, Faceted",None,Faint,17892820
6487810A,"Natural, untreated diamond",Botswana Sort,"$3,210",1.00,Round,Ideal,F,SI2,6.32mm x 6.23mm x 3.99mm,55.0%,63.3%,Very Good,Excellent,Medium - Slightly Thick,Pointed,None,17317604
5573604A,"Natural, untreated diamond",Botswana Sort,"$3,210",1.00,Round,Good,G,SI2,6.18mm x 6.12mm x 4.05mm,56.0%,65.9%,Very Good,Very Good,6,Pointed,None,16959096
6336101A,"Natural, untreated diamond",Botswana Sort,"$3,210",1.00,Round,Good,H,SI2,6.13mm x 6.06mm x 4.05mm,56.0%,66.4%,Very Good,Excellent,6.5,Pointed,None,17303812
5612047A,"Natural, untreated diamond",Botswana Sort,"$3,220",1.00,Round,Good,I,VVS2,6.06mm x 5.90mm x 4.08mm,58.0%,67.5%,Good,Excellent,Medium - Very Thick,Pointed,Very Slight,15361347
6225372A,"Natural, untreated diamond",Botswana Sort,"$3,220",1.00,Round,Good,F,SI2,6.17mm x 6.10mm x 4.01mm,54.0%,65.3%,Very Good,Excellent,Slightly Thick - Very Thick,None,Faint,16107984
5268717A,"Natural, untreated diamond",Botswana Sort,"$3,220",1.00,Round,Fair,E,SI2,5.98mm x 5.95mm x 4.12mm,61.0%,69.1%,Very Good,Excellent,"Very Thick - Extremely Thick, Faceted",None,None,17893902
6225415A,"Natural, untreated diamond",Botswana Sort,"$3,220",1.00,Round,Good,F,SI2,6.15mm x 6.09mm x 4.04mm,62.0%,66.1%,Very Good,Very Good,Thick - Very Thick,None,Faint,16107938
6458496A,"Natural, untreated diamond",Botswana Sort,"$3,220",1.00,Round,Very Good,J,SI2,6.24mm x 6.18mm x 4.00mm,56.0%,64.5%,Excellent,Excellent,"Thick, Faceted",None,None,17896772
6402065A,"Natural, untreated diamond",Botswana Sort,"$3,220",1.00,Round,Good,F,SI2,6.23mm x 6.16mm x 4.11mm,55.5%,66.3%,Very Good,Excellent,Slightly Thick - Thick,Pointed,None,17325700
5975213A,"Natural, untreated diamond",Botswana Sort,"$3,220",1.00,Round,Good,J,SI1,6.20mm x 6.12mm x 4.01mm,58.0%,65.1%,Very Good,Excellent,Thick - Very Thick,None,Faint,15020184
5998272A,"Natural, untreated diamond",Botswana Sort,"$3,220",1.00,Round,Very Good,I,SI2,6.48mm x 6.45mm x 3.86mm,61.0%,59.7%,Very Good,Excellent,Thin - Slightly Thick,Pointed,None,17785720
6588190A,"Natural, untreated diamond",Botswana Sort,"$3,230",1.00,Round,Super Ideal,I,SI2,6.35mm x 6.31mm x 3.97mm,58.0%,62.7%,Excellent,Excellent,Slightly Thick,None,None,17842752
5671488A,"Natural, untreated diamond",Botswana Sort,"$3,230",1.00,Round,Very Good,H,SI2,6.30mm x 6.24mm x 4.03mm,55.0%,64.2%,Very Good,Very Good,5,Pointed,None,17303698
5763146A,"Natural, untreated diamond",Botswana Sort,"$3,230",1.00,Round,Very Good,G,SI2,6.27mm x 6.22mm x 4.01mm,56.0%,64.2%,Good,Very Good,5,Pointed,None,17389876
4703597A,"Natural, untreated diamond",Canada,"$3,230",1.00,Round,Super Ideal,H,SI2,6.37mm x 6.32mm x 3.96mm,58.0%,62.4%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,Medium,17895807
6371320A,"Natural, untreated diamond",Botswana Sort,"$3,230",1.00,Round,Very Good,I,SI2,6.32mm x 6.26mm x 3.98mm,56.0%,63.3%,Very Good,Very Good,Sl.Tk - Thick,None,None,17504679
6329905A,"Natural, untreated diamond",Botswana Sort,"$3,230",1.00,Round,Good,E,SI2,6.10mm x 6.05mm x 4.08mm,55.0%,67.1%,Very Good,Excellent,Thick - Very Thick,None,None,16553341
6585640A,"Natural, untreated diamond",Botswana Sort,"$3,230",1.00,Round,Ideal,G,SI2,6.54mm x 6.44mm x 3.82mm,61.5%,58.9%,Very Good,Excellent,Medium - Slightly Thick,Pointed,None,17837895
5857857A,"Natural, untreated diamond",Botswana Sort,"$3,230",1.00,Round,Ideal,J,SI2,6.38mm x 6.31mm x 4.02mm,56.0%,63.4%,Very Good,Excellent,Thin - Slightly Thick,None,None,17742366
6070256A,"Natural, untreated diamond",Botswana Sort,"$3,230",1.00,Round,Very Good,J,SI2,6.30mm x 6.27mm x 3.99mm,55.0%,63.4%,Very Good,Very Good,Slightly Thick - Thick,None,Faint,17742095
6056637A,"Natural, untreated diamond",Botswana Sort,"$3,230",1.00,Round,Good,G,SI2,6.13mm x 6.09mm x 4.03mm,58.0%,65.9%,Very Good,Very Good,"Thick - Very Thick, Faceted",None,Medium,17898897
6512922A,"Natural, untreated diamond",Botswana Sort,"$3,230",1.00,Round,Very Good,I,SI2,6.31mm x 6.24mm x 3.90mm,59.0%,62.2%,Very Good,Very Good,Thin - Thick,None,None,17504523
6336139A,"Natural, untreated diamond",Botswana Sort,"$3,230",1.00,Round,Very Good,I,SI2,6.40mm x 6.35mm x 3.97mm,59.0%,62.3%,Excellent,Excellent,4,Pointed,None,17303595
5578667A,"Natural, untreated diamond",Botswana Sort,"$3,240",1.00,Round,Good,I,VS2,6.11mm x 6.07mm x 4.03mm,55.0%,66.2%,Good,Very Good,Medium - Very Thick(Faceted),None,None,15993676
5778607A,"Natural, untreated diamond",Botswana Sort,"$3,240",1.00,Round,Very Good,J,SI1,6.25mm x 6.21mm x 4.03mm,57.0%,64.6%,Excellent,Excellent,Slightly Thick - Thick,None,Faint,15287291
6423592A,"Natural, untreated diamond",Botswana Sort,"$3,240",1.00,Round,Very Good,I,SI2,6.26mm x 6.17mm x 4.01mm,58.0%,64.5%,Very Good,Excellent,5.5,Pointed,Strong,17303696
6543452A,"Natural, untreated diamond",Botswana Sort,"$3,250",1.00,Round,Very Good,H,SI2,6.26mm x 6.18mm x 4.00mm,54.0%,64.3%,Very Good,Excellent,Medium - Thick,None,Strong,17660111
6243637A,"Natural, untreated diamond",Botswana Sort,"$3,250",1.00,Round,Ideal,J,SI2,6.43mm x 6.38mm x 3.90mm,60.0%,60.9%,Very Good,Excellent,"Medium - Slightly Thick, Faceted",None,None,17895977
6053632A,"Natural, untreated diamond",Botswana Sort,"$3,250",1.00,Round,Ideal,E,SI2,6.44mm x 6.41mm x 3.92mm,56.0%,61.1%,Very Good,Excellent,Medium - Slightly Thick,Pointed,None,17885381
6234666A,"Natural, untreated diamond",Botswana Sort,"$3,250",1.00,Round,Good,H,SI2,6.20mm x 6.12mm x 3.96mm,61.0%,64.3%,Very Good,Excellent,Slightly Thick - Very Thick,Very Small,None,16167520
5316000A,"Natural, untreated diamond",Botswana Sort,"$3,250",1.00,Round,Good,I,SI1,6.05mm x 5.90mm x 4.12mm,56.5%,68.5%,Good,Excellent,Thick - Very Thick,Pointed,None,15360016
5511123A,"Natural, untreated diamond",Botswana Sort,"$3,250",1.00,Round,Super Ideal,I,SI2,6.40mm x 6.34mm x 3.93mm,57.0%,61.7%,Excellent,Excellent,Medium - Sl.Tk,None,None,17793219
